Title_en,SubTitle_en,CodeFlag,Value,MeaningParameterDescription_en,Note_en,noteIDs,UnitComments_en,Status
Code table 4.101 - Type of relationship to reference dataset,,1,,Standardized anomaly,(see Note 1),135,,Operational
Code table 4.101 - Type of relationship to reference dataset,,2,,Significance (Wilcoxon-Mann-Whitney),(see Note 2),136,,Operational
Code table 4.101 - Type of relationship to reference dataset,,3,,Climatology,,,,Operational
Code table 4.101 - Type of relationship to reference dataset,,4-19,,Reserved,,,,Operational
Code table 4.101 - Type of relationship to reference dataset,,20,,Extreme Forecast Index (EFI),(see Note 3),137,,Operational
Code table 4.101 - Type of relationship to reference dataset,,21,,Shift of Tails (SOT),(see Note 4),138,,Operational
Code table 4.101 - Type of relationship to reference dataset,,22,,Anomaly of probabilities,(see Note 5),148,,Operational
Code table 4.101 - Type of relationship to reference dataset,,23,,Standardized Drought Index,(see Note 6),147,,Operational
Code table 4.101 - Type of relationship to reference dataset,,24-191,,Reserved,,,,Operational
Code table 4.101 - Type of relationship to reference dataset,,192-254,,Reserved for local use,,,,Operational
Code table 4.101 - Type of relationship to reference dataset,,255,,Missing,,,,Operational
Code table 4.102 - Statistical processing of reference period,,0,,Average,,,,Operational
Code table 4.102 - Statistical processing of reference period,,1,,Accumulation,,,,Operational
Code table 4.102 - Statistical processing of reference period,,2,,Maximum,,,,Operational
Code table 4.102 - Statistical processing of reference period,,3,,Minimum,,,,Operational
Code table 4.102 - Statistical processing of reference period,,4,,Median,,,,Operational
Code table 4.102 - Statistical processing of reference period,,5-19,,Reserved,,,,Operational
Code table 4.102 - Statistical processing of reference period,,20,,Model Climate,,,,Operational
Code table 4.102 - Statistical processing of reference period,,21,,Index based on normal distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,22,,Index based on log-normal distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,23,,Index based on generalised log-normal distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,24,,Index based on gamma distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,25,,Index based on logistic distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,26,,Index based on log-logistic distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,27,,Index based on generalised logistic distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,28,,Index based on Weibull distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,29,,Index based on generalised extreme value distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,30,,Index based on Pearson III distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,31,,Index based on empirical distribution,,,,Operational
Code table 4.102 - Statistical processing of reference period,,32-191,,Reserved,,,,Operational
Code table 4.102 - Statistical processing of reference period,,192-254,,Reserved for local use,,,,Operational
Code table 4.102 - Statistical processing of reference period,,255,,Missing,,,,Operational
Code table 4.103 - Spatial vicinity type,,0,,Circle [m],(see Note),152,,Operational
Code table 4.103 - Spatial vicinity type,,1,,"Rectangle [m,m]",(see Note),152,,Operational
Code table 4.103 - Spatial vicinity type,,2,,Square [m],(see Note),152,,Operational
Code table 4.103 - Spatial vicinity type,,3,,"Wedge [m, degree, degree]",(see Note),152,,Operational
Code table 4.103 - Spatial vicinity type,,4,,"Span of grid boxes centered around grid box i,j [x,y]",(see Note),152,,Operational
Code table 4.103 - Spatial vicinity type,,5-191,,Reserved,,,,Operational
Code table 4.103 - Spatial vicinity type,,192-254,,Reserved for local use,,,,Operational
Code table 4.103 - Spatial vicinity type,,255,,Missing,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,0,,Average,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,1,,Reserved,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,2,,Maximum,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,3,,Minimum,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,4,,Range,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,5,,Reserved,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,6,,Standard deviation,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,7-10,,Reserved,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,11,,Sum,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,12-189,,Reserved,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,190,,Quantile,(see Note),153,,Opertional
Code table 4.104 - Spatial and temporal vicinity processing,,191,,Categorical (boolean),,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,192-254,,Reserved for local use,,,,Operational
Code table 4.104 - Spatial and temporal vicinity processing,,255,,Missing,,,,Operational
Code table 4.105 - Spatial and temporal vicinity missing data,,0,,Ignore missing data,,,,Operational
Code table 4.105 - Spatial and temporal vicinity missing data,,1,,No data,,,,Operational
Code table 4.105 - Spatial and temporal vicinity missing data,,2-189,,Reserved,,,,Operational
Code table 4.105 - Spatial and temporal vicinity missing data,,192-254,,Reserved for local use,,,,Operational
Code table 4.105 - Spatial and temporal vicinity missing data,,255,,Missing,,,,Operational
Code table 4.201 - Precipitation type,,0,,No precipitation,,,,Operational
Code table 4.201 - Precipitation type,,1,,Rain,,,,Operational
Code table 4.201 - Precipitation type,,2,,Thunderstorm,,,,Operational
Code table 4.201 - Precipitation type,,3,,Freezing rain,,,,Operational
Code table 4.201 - Precipitation type,,4,,Mixed/ice,,,,Operational
Code table 4.201 - Precipitation type,,5,,Snow,,,,Operational
Code table 4.201 - Precipitation type,,6,,Wet snow,,,,Operational
Code table 4.201 - Precipitation type,,7,,Mixture of rain and snow,,,,Operational
Code table 4.201 - Precipitation type,,8,,Ice pellets,,,,Operational
Code table 4.201 - Precipitation type,,9,,Graupel,,,,Operational
Code table 4.201 - Precipitation type,,10,,Hail,,,,Operational
Code table 4.201 - Precipitation type,,11,,Drizzle,,,,Operational
Code table 4.201 - Precipitation type,,12,,Freezing drizzle,,,,Operational
Code table 4.201 - Precipitation type,,13-191,,Reserved,,,,Operational
Code table 4.201 - Precipitation type,,192-254,,Reserved for local use,,,,Operational
Code table 4.201 - Precipitation type,,255,,Missing,,,,Operational
Code table 4.202 - Precipitable water category,,0-191,,Reserved,,,,Operational
Code table 4.202 - Precipitable water category,,192-254,,Reserved for local use,,,,Operational
Code table 4.202 - Precipitable water category,,255,,Missing,,,,Operational
Code table 4.203 - Cloud type,,0,,Clear,,,,Operational
Code table 4.203 - Cloud type,,1,,Cumulonimbus,,,,Operational
Code table 4.203 - Cloud type,,2,,Stratus,,,,Operational
Code table 4.203 - Cloud type,,3,,Stratocumulus,,,,Operational
Code table 4.203 - Cloud type,,4,,Cumulus,,,,Operational
Code table 4.203 - Cloud type,,5,,Altostratus,,,,Operational
Code table 4.203 - Cloud type,,6,,Nimbostratus,,,,Operational
Code table 4.203 - Cloud type,,7,,Altocumulus,,,,Operational
Code table 4.203 - Cloud type,,8,,Cirrostratus,,,,Operational
Code table 4.203 - Cloud type,,9,,Cirrocumulus,,,,Operational
Code table 4.203 - Cloud type,,10,,Cirrus,,,,Operational
Code table 4.203 - Cloud type,,11,,Cumulonimbus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,12,,Stratus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,13,,Stratocumulus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,14,,Cumulus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,15,,Altostratus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,16,,Nimbostratus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,17,,Altocumulus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,18,,Cirrostratus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,19,,Cirrocumulus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,20,,Cirrus - ground-based fog beneath the lowest layer,,,,Operational
Code table 4.203 - Cloud type,,21-190,,Reserved,,,,Operational
Code table 4.203 - Cloud type,,191,,Unknown,,,,Operational
Code table 4.203 - Cloud type,,192-254,,Reserved for local use,,,,Operational
Code table 4.203 - Cloud type,,255,,Missing,,,,Operational
Code table 4.204 - Thunderstorm coverage,,0,,None,,,,Operational
Code table 4.204 - Thunderstorm coverage,,1,,Isolated (1-2%),,,,Operational
Code table 4.204 - Thunderstorm coverage,,2,,Few (3-5%),,,,Operational
Code table 4.204 - Thunderstorm coverage,,3,,Scattered (6-45%),,,,Operational
Code table 4.204 - Thunderstorm coverage,,4,,Numerous (> 45%),,,,Operational
Code table 4.204 - Thunderstorm coverage,,5-191,,Reserved,,,,Operational
Code table 4.204 - Thunderstorm coverage,,192-254,,Reserved for local use,,,,Operational
Code table 4.204 - Thunderstorm coverage,,255,,Missing,,,,Operational
Code table 4.205 - Presence of aerosol,,0,,Aerosol not present,,,,Operational
Code table 4.205 - Presence of aerosol,,1,,Aerosol present,,,,Operational
Code table 4.205 - Presence of aerosol,,2-191,,Reserved,,,,Operational
Code table 4.205 - Presence of aerosol,,192-254,,Reserved for local use,,,,Operational
Code table 4.205 - Presence of aerosol,,255,,Missing,,,,Operational
Code table 4.206 - Volcanic ash,,0,,Not present,,,,Operational
Code table 4.206 - Volcanic ash,,1,,Present,,,,Operational
Code table 4.206 - Volcanic ash,,2-191,,Reserved,,,,Operational
Code table 4.206 - Volcanic ash,,192-254,,Reserved for local use,,,,Operational
Code table 4.206 - Volcanic ash,,255,,Missing,,,,Operational
Code table 4.207 - Icing,,0,,None,,,,Operational
Code table 4.207 - Icing,,1,,Light,,,,Operational
Code table 4.207 - Icing,,2,,Moderate,,,,Operational
Code table 4.207 - Icing,,3,,Severe,,,,Operational
Code table 4.207 - Icing,,4,,Trace,,,,Operational
Code table 4.207 - Icing,,5,,Heavy,,,,Operational
